event_type,event_cause,description,requires_road_closure,priority,latitude,longitude,address,corridor,zone,police_station,description_missing,Day_of_Week
unplanned,construction,ಹೆಣ್ಣು ಬಾಗ್ಲೂರ್ ಮುಖ್ಯ [PERSON] ಕೆಲಸ ಮಾಡುತ್ತಿರುವುದರಿಂದ ವಾಹನಗಳ ಸಂಚಾರ ವಡ್ದರ್ಪಾಳ್ಯ ಕಡೆಯಿಂದ ಗೆದ್ದಲಹಳ್ಳಿ ಹೋಗುವ ಕಡೆಗೆ ಮತ್ತು ಎದ್ದೇಳಿಯಿಂದ ವಡ್ಡರ್ ಪಾಳ್ಯ ಬರುವ ಕಡೆಗೆ ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ,False,Low,13.0445812,77.6434918,"Hennur Main Road, KBM Shariff Layout, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Friday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.9694376,77.7006327,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Thursday
planned,construction,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation piller work,False,High,12.9695049,77.7006885,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Friday
unplanned,construction,BWSSB AND KRIDE WORK AT [LOCATION] HEBBAL CIRCLE TO BHADRAPP LAYOUT SIR TRAFFIC MOMENTS SLOW MOVING SIR,False,High,13.0447135,77.5828156,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",ORR North 2,North Zone 1,Kodigehalli,False,Saturday
planned,construction,Path construction at [LOCATION] sir [PERSON] bagalur road,False,High,13.0395111,77.6413561,"Kempegowda Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",Airport New South Road,North Zone 1,Hennuru,False,Saturday
planned,construction,White tapping work at Geddalahalli bus stop sir [PERSON] bagalur road slow movement sir,True,Low,13.0491164,77.6454881,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Monday
unplanned,construction,ಕೃಷ್ಣನಂದ್ ಸಿಗ್ನಲ್ ಹತ್ತಿರ bwssb ಕಾಮಗಾರಿ ಮಾಡುತ್ತಿದ್ದು vehicle moment slow ಆಗಿರುತ್ತಿದ್ದೂ,False,Low,13.0195812,77.5396672,"1st Main Road, Police Quarters, Krishnananda Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",Non-corridor,North Zone 2,Yeshwanthpura,False,Saturday
planned,public_event,[PERSON] main road [LOCATION] procession 1000 person,False,Low,13.081431,77.5596623,"Vidyaranyapura Main Road, Block 4, HMT Layout, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",Non-corridor,North Zone 1,Yelahanka,False,Monday
planned,public_event,Vidyaranyapura main road [LOCATION] pradushan,False,Low,13.0816543,77.5598044,"Vidyaranyapura Main Road, Block 4, HMT Layout, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",Non-corridor,North Zone 1,Yelahanka,False,Monday
planned,construction,White tapping work at hennur bagalur road Sir,True,Low,13.0486475,77.6457655,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Monday
planned,construction,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,False,High,12.9694269,77.7006315,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Monday
planned,construction,ಪುಟ್ಟೇನಹಳ್ಳಿ ಡಿಪೋ ಹತ್ತಿರ ದೊಡ್ಡಬಳ್ಳಾಪುರ ಮುಖ್ಯ ರಸ್ತೆ ದೊಡ್ಡಬಳ್ಳಾಪುರ ಕಡೆಗೆ [PERSON] ರಸ್ತೆಯಲ್ಲಿ ಕೆಪಿಟಿಸಿಎಲ್ ವರ್ಕ್ ಮಾಡುತ್ತಿದ್ದು ಸ್ಲೋ ಮೊಮೆಂಟ್ ಟ್ರಾಫಿಕ್ ಇರುತ್ತದೆ ಸರ್.,False,Low,13.1093993,77.5802387,"Doddaballapur Main Road, Puttenahalli, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Non-corridor,North Zone 2,Yelahanka,False,Monday
unplanned,procession,Rs,False,Low,13.0550629,77.6006986,"Dasarahalli Main Road, M Venkategowdara Layout, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Non-corridor,North Zone 1,Hebbala,False,Monday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9694324,77.7005944,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Monday
planned,public_event,White tapping construction 🚧 road work,True,Low,12.946188,77.6186813,"Srinivagilu Main Road, Rajendra Nagar, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",Non-corridor,South Zone 2,Adugodi,False,Sunday
planned,construction,ವಡ್ಡರಪಾಳ್ಯ ಜಂಕ್ಷನ್ ನಲ್ಲಿ [LOCATION] ರವರ ವತಿಯಿಂದ ಕಾಮಗಾರಿ ಪ್ರಗತಿಯಲ್ಲಿದ್ದು ರಸ್ತೆಯಲ್ಲಿ ಗುಂಡಿ ತೋಡಿರುವುದರಿಂದ  ಸಂಚಾರವು ನಿಧಾನ ಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ.. 🙏,False,High,13.0395748,77.6414231,"Hennur Main Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",Airport New South Road,North Zone 1,Hennuru,False,Monday
planned,public_event,ಶಿವರಾತ್ರಿ ಪ್ರಯುಕ್ತ ಜನ ಸೇರಿರುತ್ತಾರೆ,False,Low,13.0085343,77.4899346,"Andrahalli Main Road, Poornapragna Layout, Vidyamanya Nagar, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",Non-corridor,West Zone 1,Kamakshipalya,False,Monday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.969524,77.7005994,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Monday
planned,construction,KEB work at [LOCATION] sir [PERSON] bagalur road close for 2 hrs sir,True,High,13.039382,77.6416742,"Hennuru Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",Airport New South Road,North Zone 1,Hennuru,False,Tuesday
unplanned,construction,[LOCATION] work is going on near Bethel Church service road towards veeranapalya sir,False,High,13.0421167,77.5948983,"MBT Road, Amanikere, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",ORR North 1,North Zone 1,Hebbala,False,Wednesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9693719,77.7009665,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Monday
planned,construction,Road work progress Devi Nagar,False,High,13.0471651,77.5701698,"Outer Ring Road, Devi Nagar, Bengaluru, Karnataka. Pin-560094 (India)",ORR North 2,North Zone 1,Kodigehalli,False,Wednesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.9694962,77.7006291,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Friday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.9695146,77.7005709,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Monday
planned,construction,Biscom work closing  for 1hour slow movement,False,High,12.9507916,77.6999174,"Outer Ring Road, Sharadamma Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 1,East Zone 1,HAL Old Airport,False,Wednesday
unplanned,construction,Road repair thar working bbmp new thar work warthur road [PERSON] circle to warthur callage sir vehicle slow moment' sir,False,Low,12.9409054,77.7471672,"Varthur Main Road, Gandhi Circle, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,Whitefield,False,Monday
planned,procession,Procession,False,Low,12.86380991,77.5553396,"80 Feet Road, Anjanapura 3rd Block, Anjanapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",Non-corridor,South Zone 1,Thalagattapura,False,Tuesday
unplanned,construction,ನಮಸ್ತೆ ಸರ್ ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆ ಕೆ ನಾರಾಯಣಪುರ ಜಂಕ್ಷನ್ ಮತ್ತು ಗೆದ್ದಲಹಳ್ಳಿ ಕೆಲಸ ನಡೆಯುತ್ತಿರುವುದರಿಂದ ರೋಡ್ ಕೆಲಸ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಇರುತ್ತದೆ,False,Low,13.0492425,77.6455561,"Geddalahalli Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Tuesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.9694728,77.7005924,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Tuesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9695695,77.7006851,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
unplanned,construction,ನಮಸ್ತೆ ಸರ್ bwwssb ವಾಟರ್ ಲಿಕೆಜು ಆಗುವುದರಿಂದ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟು ಸ್ಲೋ ಇರುತ್ತೆ ಸರ್ ವರ್ಕ್ ಮಾಡ್ತಾ ಇರ್ತಾರೆ ಅದನ್ನ ಲೀಕೇಜ್ ಆಗಿರುವುದನ್ನು ಸರಿಪಡಿಸುತ್ತಿದ್ದು ನಾಗೇನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಕೆ ನಾರಾಯಣಪುರ ಮುಖ್ಯ ರಸ್ತೆ ಟ್ರಾಫಿಕ್ ಸಮಸ್ಯೆ ಇರೋದಿಲ್ಲ ಸರ್ ಕ್ಲಿಯರ್ ಮಾಡ್ತಾ ಇದ್ದೇನೆ ಸರ್ ನಮಸ್ಕಾರ ಸರ್,False,Low,13.0662526,77.6406245,"Narayanapur Cross Road, Gowdas Sri A Hanumanthagowda Circle, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Friday
planned,construction,ನಮಸ್ತೆ ಸರ್ ಕೆ ನಾರಾಯಣಾಪುರ ಮುಖ್ಯರಸ್ತೆ ನಾಗೇನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಅಲ್ಲಿ BWSSB ಅವರ ಕಾಮಗಾರಿ ನಡೀತಾ ಇರೋದರಿಂದ ವಾಟರ್ ಲೀಕೇಜ್ ಆಗಿರುವುದರಿಂದ ಅದನ್ನು ಸರಿಪಡಿಸುತಿದ್ದು ಸುಗಮ ಸಂಚಾರ ನಿದಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿದೆ ಸರ್.,False,Low,13.0664803,77.6408554,"Nagenahalli Main Road, Gowdas Sri A Hanumanthagowda Circle, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Friday
unplanned,construction,[LOCATION] work at nagenhalli junction sir traffic slow moment,False,Low,13.0662238,77.6406617,"Narayanapur Cross Road, Gowdas Sri A Hanumanthagowda Circle, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Friday
planned,procession,[LOCATION] appartment to ETA apartment sir,False,Low,12.9667164,77.5615877,"1st Main Road, Markandeshwara Nagar, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)",Non-corridor,Central Zone 2,Magadi Road,False,Saturday
planned,public_event,ಹಿಂದೂ ಸಮಾಜ್ಯೋತ್ಸವ ಎಂ ಎಲ್ ಎ ಶ್ರೀ ಗೋಪಾಲಯ್ಯ ರವರಿಂದಸುಮಾರು 1000 ಜನ ಕಾರ್ಯಕರ್ತರು ಸೇರಿರುತ್ತಾರೆ 🙏,False,High,12.983679,77.5294387,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",Magadi Road,West Zone 2,Kamakshipalya,False,Sunday
planned,construction,[PERSON] cross to ashwathnagra junction traffic slow moment sir only pik Hour sir,False,Low,13.0265099,77.5802634,"Dr Rajgopal Road, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",Non-corridor,North Zone 2,Kodigehalli,False,Friday
planned,construction,White topping work from [LOCATION] to [LOCATION].,True,Low,13.05330201,77.55094528,"ಬಿಇಎಲ್ ರಸ್ತೆ, ಎಚ್ಎಮ್.ಟಿ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಯಲಹಂಕ ತಾಲೂಕು, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560013, India",Non-corridor,North Zone 1,Jalahalli,False,Saturday
unplanned,construction,Good evening sir [PERSON] [LOCATION] avaru [PERSON] sir traffic slow movement idhe sir,False,High,13.0394777,77.6414762,"Hennur Main Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",Airport New South Road,North Zone 1,Hennuru,False,Thursday
planned,public_event,test,False,Low,12.8974904,77.66849041,"Haralur, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560103, India",Non-corridor,South Zone 2,Bellandur,False,Friday
planned,vip_movement,yftdre,False,Low,12.90351549,77.6673317,"Haralur, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560103, India",Non-corridor,South Zone 2,Bellandur,False,Friday
unplanned,construction,ಮಾರತಳ್ಳಿ ಪೊಲೀಸ್ ಠಾಣೆ ಹತ್ತಿರ ಮೆಟ್ರೋ ವರ್ಕ್ ನಡೆಯುತ್ತಿದ್ದು ಸರ್ವಿಸ್ ರಸ್ತೆ ಕ್ಲೋಸ್ ಮಾಡಿರುತ್ತಾರೆ ಟ್ರಾಫಿಕ್ ಸ್ವಲ್ಪ ನಿಧಾನಗತಿಯಲ್ಲಿರುತ್ತದೆ ಸರ್.,True,High,12.9444066,77.6978095,"Outer Ring Road, Bellandur Amanikere, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",ORR East 1,East Zone 1,HAL Old Airport,False,Sunday
unplanned,procession,Procession @dasaeahalli main road sir,True,Low,13.0551323,77.6009435,"Dasarahalli Main Road, Verma Layout, Bhuvaneshwari Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Non-corridor,North Zone 1,Hebbala,False,Monday
planned,procession,ಹಿಂದೂ ಧಾರ್ಮಿಕ ಕಾರ್ಯಕ್ರಮ 5oo ಜನ ಸೇರುತ್ತಾರೆ,False,Low,13.05616,77.6025483,"8th Cross Road, Verma Layout, Bhuvaneshwari Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Non-corridor,North Zone 1,Hebbala,False,Monday
unplanned,construction,BWSSB chamber work is going on no traffic issues,False,Low,12.9134986,77.6038584,"7th Cross Road, MICO Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",Non-corridor,South Zone 2,Mico Layout,False,Tuesday
planned,construction,BWSSB WORK NAGAVARAPALYA SIR,True,Low,12.9895606,77.6638081,"Varthuru Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Non-corridor,Central Zone 1,Banaswadi,False,Tuesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9694992,77.700567,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Tuesday
planned,construction,BWSSB WORK NAGAVARAPALYA SIR,True,Low,12.9897442,77.6634633,"Varthuru Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Non-corridor,Central Zone 1,Banaswadi,False,Wednesday
planned,construction,[LOCATION] work Nagavarapalya circle varuthur Road,True,Low,12.9896892,77.6634138,"Varthuru Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Non-corridor,Central Zone 1,Banaswadi,False,Wednesday
planned,construction,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,False,High,12.9694725,77.7005959,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
unplanned,construction,Due to road repair putting Thar,True,High,12.9839509,77.5286651,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",Magadi Road,West Zone 1,Kamakshipalya,False,Thursday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,False,High,12.9694857,77.7005888,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Thursday
planned,construction,[LOCATION] work,False,Low,12.9894727,77.6639226,"Kaggadaspura Main Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Non-corridor,Central Zone 1,Banaswadi,False,Thursday
planned,construction,,True,Low,12.9896734,77.6634169,"Varthuru Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Non-corridor,Central Zone 1,Banaswadi,True,Friday
planned,construction,[LOCATION] working vadarapalya junction traffic slow moment sir,False,High,13.0395117,77.6415371,"Hennuru Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",Airport New South Road,East Zone 2,Hennuru,False,Friday
planned,construction,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,False,High,12.9694731,77.7006015,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Friday
